carat,cut,color,clarity,depth,table,price,x,y,z
0.36,Very Good,H,VVS2,61.3,55,668,4.58,4.64,2.81
0.32,Good,F,SI2,63.5,56,421,4.35,4.37,2.77
0.51,Very Good,E,VS2,63.5,57,1638,5.09,5.05,3.22
3,Very Good,H,I1,63.1,55,6512,9.23,9.1,5.77
0.34,Ideal,F,SI1,62.8,56,727,4.46,4.42,2.79
1.01,Very Good,D,VS2,63.3,58,6794,6.35,6.38,4.03
1.02,Premium,G,VS1,62,59,6238,6.45,6.39,3.98
0.51,Ideal,G,VVS1,62.3,55,2005,5.1,5.14,3.19
1.3,Ideal,G,VVS2,62.4,56.1,11633,6.97,7.02,4.36
1.33,Ideal,F,VVS2,61.9,55,15031,7.02,7.07,4.36
0.31,Ideal,E,VVS1,62.4,56,801,4.35,4.37,2.72
0.35,Premium,H,VS1,61.3,59,614,4.54,4.57,2.79
1.06,Very Good,F,SI1,63.4,58,5520,6.51,6.42,4.1
1.12,Very Good,G,SI1,61.1,59,5361,6.69,6.73,4.1
0.32,Very Good,G,VVS2,61.9,57,672,4.39,4.41,2.73
0.52,Very Good,D,VS1,59.6,57,1995,5.24,5.3,3.14
0.75,Ideal,D,VS2,61.7,55,3562,5.85,5.82,3.6
0.9,Good,E,VS2,63.7,54,4770,6.13,6.15,3.91
0.62,Good,G,VS2,61,62,1850,5.41,5.5,3.33
0.33,Very Good,I,VVS1,58.9,61,609,4.52,4.55,2.67
0.3,Premium,D,VS2,62.6,61,911,4.25,4.22,2.65
0.59,Premium,E,VS2,60.8,57,2177,5.42,5.37,3.28
1.09,Premium,G,VS1,60.2,61,7422,6.71,6.64,4.02
0.42,Ideal,D,VS2,61.4,56,1103,4.84,4.8,2.96
0.24,Very Good,E,VS1,59.8,58,419,4.02,4.11,2.43
1.53,Premium,H,SI2,61.5,60,6512,7.46,7.39,4.56
1.03,Ideal,F,VS2,62.4,56,6751,6.48,6.43,4.03
1.06,Good,G,VS2,63.1,59,6212,6.45,6.48,4.08
1.01,Good,E,SI1,63.7,58,5132,6.32,6.36,4.04
0.79,Ideal,E,SI1,62.1,54,3107,5.92,5.96,3.69
0.25,Premium,E,VVS1,62.9,58,740,4.03,4.01,2.53
1.02,Premium,H,VS2,62.5,60,5312,6.43,6.38,4
1.01,Good,E,I1,63.8,57,3032,6.4,6.33,4.06
0.31,Very Good,G,VS1,61.9,54,640,4.36,4.4,2.71
0.57,Ideal,D,VS2,61.4,56,2103,5.37,5.34,3.29
1.3,Premium,J,SI1,61.9,56,5569,7.07,7.04,4.37
1.06,Premium,E,SI2,60,59,3989,6.64,6.59,3.97
0.7,Fair,I,SI1,65.8,57,1697,5.46,5.55,3.62
2,Fair,F,SI2,59.8,68,12610,8.13,7.95,4.81
0.25,Very Good,F,VVS2,62.8,54,633,4,4.03,2.52
1.24,Premium,E,SI2,61.1,59,6377,6.99,6.89,4.24
0.84,Ideal,D,SI2,61.8,56,3246,6.04,6.06,3.74
1.09,Premium,H,SI1,61.8,58,4871,6.63,6.58,4.08
0.59,Very Good,I,VS2,60.3,59,1445,5.41,5.43,3.27
0.41,Very Good,D,SI2,59.9,60,619,4.78,4.8,2.87
1.14,Good,I,SI1,63.9,58,3639,6.64,6.6,4.23
1.01,Premium,D,SI2,62.6,60,4338,6.4,6.37,4
1.04,Very Good,G,VS2,62.3,54,6095,6.49,6.55,4.06
0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94
1.09,Ideal,F,IF,61.4,55,11846,6.61,6.68,4.09
1.04,Ideal,D,VS2,61.9,55,7220,6.5,6.52,4.03
0.84,Premium,E,VS2,62.4,60,3528,6.04,5.98,3.75
1.5,Very Good,I,VVS2,64,54,9618,7.19,7.27,4.63
0.33,Premium,I,VVS2,62.2,59,579,4.41,4.47,2.76
1.16,Very Good,F,SI1,63.4,55,6301,6.73,6.65,4.24
0.77,Ideal,D,SI1,62.6,57,2949,5.81,5.92,3.67
0.3,Ideal,I,VS1,62.4,54,491,4.3,4.32,2.69
0.38,Ideal,D,VVS2,61.3,56,1257,4.73,4.63,2.87
0.75,Ideal,G,VS1,62.3,57,2973,5.83,5.86,3.64
1.51,Ideal,G,VVS2,62.1,58,15529,7.34,7.31,4.54
1.29,Ideal,H,SI1,62.6,56,6424,6.96,6.93,4.35
0.53,Ideal,H,VS2,62.1,54,1353,5.21,5.23,3.24
0.3,Ideal,H,VS2,61.4,56,626,4.33,4.36,2.67
0.25,Good,F,VS1,63.6,57,558,4.04,4.01,2.56
1.51,Premium,J,SI1,60.6,57,7255,7.46,7.38,4.5
1.25,Premium,J,VS1,60.9,59,5156,6.9,6.92,4.21
0.74,Very Good,J,VS2,60.8,58,2003,5.79,5.85,3.54
1,Premium,F,SI2,60.2,62,3858,6.53,6.45,3.91
0.51,Very Good,H,VS1,63.4,57,1437,5.09,5.06,3.22
1,Fair,G,SI1,64.7,60,4312,6.22,6.18,4.01
0.31,Ideal,D,VVS2,61.1,56,1034,4.38,4.39,2.68
0.36,Premium,E,VS2,62,58,1013,4.56,4.54,2.82
0.9,Very Good,I,SI2,60.4,58,3099,6.25,6.31,3.79
0.52,Premium,G,SI1,62.6,58,1249,5.13,5.1,3.2
0.38,Premium,G,VS2,60.4,57,983,4.7,4.67,2.83
1.29,Premium,G,VS2,58.7,58,8842,7.27,7.11,4.22
0.58,Very Good,H,SI1,62.5,58,1402,5.29,5.31,3.31
0.41,Ideal,F,VVS2,61.9,55,1115,4.78,4.79,2.96
0.41,Good,I,VVS2,63.9,55,1061,4.74,4.71,3.02
2.03,Very Good,E,SI2,63.1,56,14646,8.01,7.99,5.05
0.38,Very Good,G,VS1,62,57,764,4.65,4.68,2.89
1.3,Ideal,F,VS2,62.2,56,10090,6.98,6.94,4.33
1.51,Ideal,G,SI1,61.6,57,11917,7.34,7.31,4.52
0.37,Good,G,SI2,63.3,55,487,4.58,4.61,2.91
0.45,Good,F,VVS1,63.8,58,1548,4.85,4.78,3.07
0.31,Premium,I,VS2,59.8,60,558,4.42,4.38,2.63
0.41,Very Good,G,VS1,60.5,57,899,4.81,4.85,2.92
0.82,Premium,I,VS1,61.9,58,2853,5.99,5.97,3.7
1,Good,D,VS1,64,58,6250,6.27,6.21,3.99
1.59,Very Good,D,VS2,61.4,60,12846,7.47,7.6,4.63
2.01,Premium,J,VS1,60.1,59,15185,8.25,8.18,4.94
0.35,Very Good,H,VS2,59.6,62,552,4.57,4.62,2.74
0.3,Ideal,E,VVS2,62.3,54,742,4.31,4.36,2.7
0.25,Very Good,F,VVS2,61.2,55,583,4.1,4.14,2.52
0.9,Good,H,SI1,62.1,61,3447,6.07,6.11,3.78
0.9,Very Good,H,VS2,60.8,58,3890,6.18,6.22,3.77
0.9,Very Good,H,SI2,59.5,63,3105,6.31,6.26,3.74
0.33,Premium,E,VS2,61.9,58,804,4.47,4.42,2.75
0.91,Premium,J,VS2,61.6,58,3058,6.28,6.23,3.85
1.22,Ideal,F,SI2,62.5,56.2,6401,6.81,6.85,4.27
1.01,Very Good,G,VS2,63.2,55,5701,6.39,6.34,4.02
1,Very Good,E,SI1,63.3,56,5026,6.31,6.39,4.02
1.11,Very Good,E,SI2,62.3,58,4307,6.64,6.68,4.15
0.41,Premium,D,SI2,62.3,58,683,4.74,4.77,2.96
0.56,Premium,G,VS1,61.2,60,1819,5.26,5.3,3.23
0.27,Ideal,G,VS1,62.3,56,490,4.14,4.16,2.58
0.3,Premium,G,VVS1,61.3,58,945,4.33,4.29,2.64
1.2,Very Good,D,SI2,62.9,59,6602,6.7,6.75,4.23
1.51,Very Good,H,SI2,60.8,58,7723,7.4,7.51,4.53
0.58,Ideal,D,SI2,62.7,56,1342,5.3,5.32,3.33
0.36,Very Good,E,SI1,59.9,60,615,4.59,4.62,2.76
1.03,Premium,F,VS2,62,58,6484,6.5,6.46,4.02
0.51,Ideal,H,SI2,62.5,55,983,5.1,5.14,3.2
0.71,Premium,E,SI1,60.8,55,2554,5.85,5.8,3.54
0.41,Ideal,F,VS1,62.3,55,1007,4.77,4.79,2.98
0.42,Ideal,F,VVS2,62.2,56,1221,4.82,4.79,2.99
1.54,Premium,H,VS2,60.3,60,9081,7.47,7.45,4.5
0.7,Ideal,I,VS2,62,54.1,2240,5.7,5.73,3.55
1.25,Very Good,H,SI2,61.6,54,5637,6.85,6.95,4.25
0.4,Ideal,I,VVS1,62.3,53.7,870,4.72,4.74,2.95
1,Ideal,E,VS2,61.7,54,6859,6.41,6.46,3.97
1.35,Ideal,G,VS1,60.9,54,10471,7.18,7.15,4.36
1.1,Very Good,F,I1,59.8,61,3678,6.65,6.7,3.99
0.71,Ideal,F,SI1,61.6,56,2416,5.71,5.75,3.53
1.5,Good,J,SI2,63.6,58,6306,7.18,7.25,4.59
1.18,Ideal,I,VVS1,62.6,54,6750,6.74,6.78,4.23
0.38,Premium,I,VS1,61.3,60,898,4.65,4.62,2.84
0.27,Premium,D,VS2,62,57,603,4.15,4.11,2.56
1,Fair,D,SI1,65.5,60,5331,6.18,6.12,4.03
0.78,Good,D,SI2,57.5,63,2430,6.13,6.05,3.5
0.32,Ideal,D,SI1,62.5,54,756,4.41,4.39,2.75
0.27,Very Good,E,VVS2,60.5,60,544,4.19,4.2,2.54
1.06,Ideal,F,SI1,61.9,57,5834,6.57,6.54,4.06
0.51,Very Good,G,VS1,62.7,58,1599,5.05,5.09,3.18
2,Good,J,VS2,61.4,63,13542,8.01,8.08,4.94
0.38,Ideal,F,VS1,62.4,54,998,4.68,4.64,2.91
0.4,Very Good,E,SI1,63,57,687,4.65,4.68,2.94
1.1,Premium,G,VS2,60.5,60,6284,6.67,6.58,4.01
0.7,Very Good,F,VS2,62.8,58,2552,5.6,5.64,3.53
1.01,Ideal,H,VS2,62.7,56,5166,6.35,6.4,4
1.07,Very Good,G,VVS2,61.6,57,7457,6.55,6.59,4.05
0.3,Very Good,D,VS1,62.1,58,742,4.25,4.29,2.65
0.41,Good,E,VVS1,63.5,57,1002,4.73,4.75,3.01
0.53,Ideal,D,VS2,60.6,57,1857,5.24,5.28,3.19
0.71,Very Good,J,VS2,62.8,61,1821,5.63,5.71,3.56
0.3,Ideal,G,IF,62.1,55,863,4.32,4.35,2.69
0.31,Ideal,I,VS1,61.9,54,489,4.34,4.38,2.7
0.43,Ideal,I,VS1,61.8,55,1218,4.88,4.9,3.02
0.52,Ideal,D,VS2,61.9,57,1822,5.14,5.17,3.19
1.02,Ideal,D,VVS2,62.2,59,11573,6.41,6.46,4
0.4,Premium,H,SI1,62.6,58,855,4.72,4.68,2.94
1.01,Premium,H,SI2,59.4,59,3999,6.53,6.56,3.89
1.5,Premium,J,VVS2,62.8,62,7983,7.25,7.22,4.54
0.7,Premium,H,VS1,60.5,58,2364,5.77,5.73,3.48
1.4,Ideal,F,VVS1,61.9,57,16808,7.2,7.14,4.44
1.01,Ideal,F,VS1,63.2,56,7209,6.35,6.41,4.03
1.2,Premium,H,SI2,60.9,60,3830,6.91,6.81,4.18
0.95,Premium,G,SI2,60.5,62,3671,6.44,6.36,3.88
1.27,Very Good,H,VS2,59.2,58,7176,7.07,7.15,4.21
1.5,Very Good,J,SI2,58.7,60,5902,7.46,7.54,4.4
1.52,Ideal,D,VS1,61.2,57,17659,7.4,7.46,4.55
0.71,Very Good,F,VS1,60,57,2807,5.84,5.9,3.52
0.31,Very Good,G,VVS1,63.4,57,1046,4.36,4.32,2.75
0.7,Fair,E,VS2,65.6,61,2352,5.62,5.47,3.64
1.01,Good,D,SI1,64.1,60,4821,6.27,6.3,4.03
0.7,Very Good,J,SI1,58.4,62,1836,5.85,5.87,3.42
1.5,Premium,E,SI2,60.7,55,10080,7.44,7.39,4.5
1.5,Very Good,G,SI2,58.5,62,8580,7.4,7.44,4.34
0.59,Ideal,D,SI1,61.2,56,1694,5.38,5.43,3.31
0.5,Very Good,F,VS2,63,57,1272,5.02,5.1,3.19
1.01,Ideal,E,VS1,61.5,56,9503,6.45,6.49,3.98
0.32,Premium,G,SI1,59.6,60,612,4.46,4.43,2.65
1.3,Ideal,G,VS2,61.9,55,9225,7.04,7.01,4.35
0.4,Premium,J,VS1,59.7,59,631,4.79,4.83,2.87
0.7,Very Good,E,SI2,62,60,2257,5.67,5.72,3.53
0.4,Premium,E,VVS1,61.4,59,1397,4.74,4.68,2.89
1.22,Very Good,G,SI2,63.2,58,6409,6.82,6.76,4.29
0.3,Very Good,G,VS1,62.9,58,605,4.27,4.32,2.7
0.4,Ideal,I,VS2,62.4,53,667,4.75,4.77,2.97
1.5,Ideal,I,SI1,61.8,57,8907,7.3,7.34,4.53
1.21,Premium,H,VS1,62.5,59,7555,6.8,6.74,4.23
0.33,Premium,I,VVS2,61.5,58,743,4.45,4.43,2.73
0.42,Good,F,SI1,63.6,57,926,4.76,4.7,3.01
0.33,Ideal,G,VS1,62.3,54,854,4.48,4.45,2.78
0.3,Very Good,H,VS1,62.3,56,541,4.29,4.32,2.68
0.53,Premium,E,SI1,61.8,60,2099,5.21,5.18,3.21
1.01,Good,G,SI2,61.1,62,3948,6.38,6.48,3.93
1.11,Ideal,I,VS1,61.2,57,6758,6.67,6.7,4.09
0.5,Very Good,J,VS2,63.2,60,1059,5.06,5.01,3.18
0.41,Premium,F,VVS2,60.4,58,1115,4.8,4.84,2.91
1.23,Very Good,F,VS1,62,59,10035,6.84,6.87,4.25
0.33,Ideal,E,SI1,62,54,579,4.41,4.43,2.74
0.31,Ideal,H,SI1,61.3,56,464,4.36,4.39,2.68
0.5,Ideal,E,VS1,62.2,57,1603,5.1,5.13,3.18
1.7,Very Good,J,VS2,63.2,58,7730,7.56,7.5,4.76
0.34,Premium,I,SI1,62.7,58,447,4.4,4.43,2.77
0.5,Fair,G,SI1,65,59,1050,4.99,4.97,3.24
0.71,Very Good,G,SI2,61.3,58,2081,5.73,5.75,3.52
1.51,Ideal,G,SI1,61.6,56,8283,7.34,7.25,4.5
0.74,Ideal,E,VS2,62.7,54,2984,5.8,5.77,3.63
1.2,Very Good,H,SI1,58.9,60,6019,6.94,7.02,4.11
1.01,Very Good,E,VS2,62.9,57,6552,6.34,6.42,4.01
1.57,Ideal,I,VS2,62.8,57,10462,7.46,7.37,4.66
0.54,Ideal,G,SI1,62.5,56,1314,5.2,5.24,3.26
0.3,Very Good,G,VS1,61.7,56,605,4.29,4.33,2.66
0.59,Ideal,I,VVS1,62.2,55,1838,5.38,5.39,3.35
1.53,Premium,J,VS1,60.1,59,8205,7.51,7.47,4.5
0.56,Ideal,G,VS2,61.7,56,1580,5.3,5.34,3.28
0.5,Ideal,G,VS1,62.6,57,1569,5.05,5.08,3.17
0.5,Very Good,D,SI2,60.8,55,1306,5.14,5.16,3.13
0.4,Ideal,H,VVS2,60.8,55,877,4.79,4.82,2.92
1.05,Premium,E,SI2,60.3,61,5400,6.62,6.57,3.98
1.78,Premium,H,VS1,60.2,59,15460,7.83,7.96,4.75
0.27,Ideal,F,VVS2,62.7,55,760,4.1,4.12,2.58
0.72,Ideal,H,VS1,61.9,56,2585,5.73,5.78,3.56
1.11,Ideal,D,VS2,61.2,57,10443,6.69,6.71,4.1
0.9,Fair,G,VS1,65.7,58,3806,6.02,5.97,3.94
0.34,Ideal,G,VS2,61.5,57,596,4.47,4.51,2.76
0.54,Ideal,G,VS2,61.7,55,1401,5.22,5.26,3.23
0.83,Very Good,J,VS2,60.5,55,2444,6.08,6.11,3.69
0.39,Premium,H,SI2,62.4,59,721,4.65,4.58,2.88
0.32,Ideal,I,IF,61.4,57,655,4.39,4.44,2.71
0.7,Premium,G,SI1,62.6,60,2415,5.61,5.57,3.5
1.51,Very Good,G,VVS2,62.7,57,14938,7.33,7.38,4.61
1.11,Premium,I,SI2,62.5,56,3469,6.63,6.55,4.12
0.55,Ideal,H,VS1,61.9,55,1588,5.25,5.28,3.26
0.77,Premium,H,SI1,60.9,60,2457,5.89,5.87,3.58
0.73,Ideal,I,VS2,62.2,54,2335,5.76,5.78,3.59
0.59,Premium,H,VS2,60.7,56,1572,5.46,5.41,3.3
0.33,Premium,D,VVS1,61.8,58,1129,4.4,4.43,2.73
0.23,Very Good,D,SI2,63.5,57,449,3.87,3.85,2.45
0.42,Ideal,G,VS1,62,55,921,4.78,4.83,2.98
0.9,Good,G,VS1,63.9,57,4223,6.08,6.03,3.87
0.8,Very Good,F,VS2,62.1,60,3471,5.86,5.92,3.66
1.5,Good,E,VS2,57.8,63,14565,7.58,7.53,4.37
0.73,Premium,D,VS2,59.8,58,3308,5.85,5.89,3.51
0.54,Ideal,I,IF,60.8,56,1669,5.28,5.37,3.24
1.01,Very Good,E,VS2,63.4,60,6787,6.37,6.31,4.02
2,Premium,H,SI2,62.7,58,12168,8.06,8.01,5.04
0.52,Premium,G,VVS2,61.1,59,1911,5.15,5.2,3.16
1.01,Ideal,F,VS1,61.7,56,8552,6.48,6.45,3.99
0.42,Ideal,G,VS2,61.7,57,1087,4.83,4.8,2.97
0.57,Very Good,F,VS1,63.2,56,1741,5.27,5.31,3.34
0.42,Ideal,G,VVS1,61.7,55,1235,4.84,4.78,2.97
0.35,Ideal,H,IF,61.7,54,859,4.53,4.55,2.8
0.37,Good,F,VS2,63.3,56,746,4.56,4.63,2.91
0.48,Good,J,SI1,64.4,58,991,4.87,4.92,3.15
0.32,Good,E,SI1,63.3,55,524,4.33,4.36,2.75
0.59,Premium,D,VS1,61.9,58,2326,5.37,5.32,3.31
0.52,Premium,E,VS2,62.5,56,1815,5.18,5.15,3.23
2.01,Good,I,SI2,56.9,59,11312,8.41,8.3,4.74
0.31,Ideal,G,VVS1,61.6,55,789,4.38,4.42,2.71
0.4,Very Good,G,VVS1,60.9,57,1123,4.76,4.8,2.91
0.3,Ideal,G,VVS1,61.7,57,684,4.31,4.34,2.67
1.51,Premium,J,VS2,62.3,59,7418,7.31,7.35,4.57
0.64,Ideal,E,VS2,62,55,2238,5.52,5.55,3.43
1.25,Very Good,I,SI1,58.9,58,5500,7.04,7.08,4.16
0.51,Ideal,E,VVS2,61.7,57,2209,5.11,5.14,3.16
0.32,Ideal,G,IF,61.4,55,898,4.42,4.44,2.72
1.5,Ideal,H,VS2,62.8,57,11159,7.3,7.25,4.57
0.9,Very Good,G,VS1,61.7,60,4872,6.11,6.2,3.8
0.23,Very Good,F,VVS2,60,57,530,4,4.04,2.41
0.7,Premium,H,VS1,62.3,60,2333,5.65,5.61,3.51
2.07,Premium,E,SI1,61.2,58,16957,8.24,8.19,5.03
0.39,Very Good,G,VS2,60.4,61,787,4.67,4.7,2.83
1.39,Ideal,E,VS2,60.8,57,11726,7.24,7.21,4.39
0.42,Premium,G,VVS2,61.6,60,963,4.8,4.85,2.97
0.52,Very Good,G,VS2,63,56,1369,5.09,5.13,3.22
0.32,Very Good,I,VS2,63.4,55,576,4.37,4.33,2.76
0.38,Ideal,F,VS1,62.5,56,978,4.6,4.62,2.88
1.21,Very Good,J,VS2,60.9,58,4816,6.86,6.91,4.19
0.96,Ideal,F,I1,60.7,55,2801,6.37,6.41,3.88
1.6,Ideal,H,SI2,61.5,55,8779,7.53,7.55,4.64
1.05,Premium,F,SI1,60.3,60,5557,6.66,6.54,3.98
0.31,Ideal,I,VVS1,62.1,54,511,4.34,4.39,2.71
1.3,Ideal,G,VS1,62.4,56,6928,7.03,6.95,4.36
0.42,Ideal,E,VS2,62.2,55,958,4.79,4.83,2.99
2.01,Ideal,I,SI2,62.3,57,13796,8.06,8.08,5.03
1,Fair,F,VS1,64.8,61,6115,6.26,6.21,4.04
0.31,Premium,F,VS2,61.7,58,802,4.38,4.34,2.69
0.8,Ideal,G,VS2,62.1,57,3494,5.95,6,3.71
0.51,Premium,E,SI1,58.8,58,1443,5.28,5.23,3.09
0.3,Premium,D,VVS2,62.4,58,965,4.3,4.26,2.67
1.01,Good,D,SI1,65.1,57,5544,6.3,6.32,4.11
1.5,Very Good,F,SI2,63.1,63,8702,7.27,7.21,4.57
0.73,Very Good,D,SI1,60.8,59,3014,5.8,5.85,3.54
0.71,Ideal,F,VS1,61.3,56,3480,5.76,5.78,3.53
1.58,Very Good,I,VS1,61.8,57,10112,7.5,7.56,4.64
0.32,Very Good,E,IF,61.4,55,1018,4.43,4.46,2.73
1.01,Good,E,SI1,56.9,61,4928,6.65,6.6,3.77
0.59,Very Good,E,SI2,60.5,58,1325,5.43,5.51,3.31
1.02,Very Good,D,VS2,62.9,60,7257,6.37,6.42,4.02
1.59,Very Good,J,VS1,60.7,59,8515,7.49,7.54,4.56
2,Good,I,VS2,63.3,56,16544,7.98,8.03,5.07
2,Ideal,E,SI2,62.2,57,16650,8.11,8.09,5.04
0.3,Ideal,H,SI1,62.5,53.9,475,4.29,4.32,2.69
1.51,Premium,I,VS1,62.3,60,9467,7.28,7.32,4.55
0.73,Premium,H,SI1,62.2,57,2107,5.8,5.77,3.6
0.51,Premium,E,SI1,60.3,56,1443,5.27,5.17,3.15
1.51,Premium,E,VS1,62.7,58,16518,7.25,7.33,4.57
1.53,Very Good,F,VS1,60.3,58,15079,7.48,7.51,4.52
0.71,Ideal,G,SI1,62.1,54,2513,5.72,5.75,3.56
1.31,Premium,J,SI1,62.5,55,5480,7.05,6.97,4.38
0.4,Ideal,G,SI1,60.1,56,1084,4.8,4.85,2.9
1.22,Very Good,J,VS1,59,63,5056,7.05,7.02,4.15
1.22,Fair,F,SI2,65,56,4705,6.71,6.8,4.39
1.57,Premium,H,VS2,61,59,11470,7.5,7.54,4.59
0.9,Very Good,G,VS2,61.5,60,4386,6.13,6.16,3.78
0.63,Ideal,D,VS2,62.1,55,2373,5.5,5.52,3.42
1.21,Good,F,SI2,63.7,64,4669,6.73,6.63,4.25
0.53,Good,E,SI1,57.8,57,1328,5.33,5.29,3.07
0.37,Premium,D,VVS2,61,60,1145,4.64,4.61,2.82
1.2,Premium,H,VS2,62.4,59,6416,6.73,6.69,4.19
0.57,Ideal,F,SI2,61,56,1397,5.37,5.32,3.26
0.51,Ideal,G,SI2,62,56,1188,5.13,5.16,3.19
0.53,Ideal,G,SI1,62.1,53,1166,5.22,5.27,3.26
1.08,Premium,H,VS1,59.6,59,5582,6.72,6.66,3.99
2.27,Ideal,I,SI2,60.5,55,12939,8.63,8.53,5.19
0.77,Good,F,VS1,59.3,56,3393,5.98,6.03,3.56
0.42,Good,E,VVS2,61.9,61,1042,4.72,4.78,2.94
0.31,Ideal,G,VS2,61.4,56,574,4.34,4.37,2.67
0.55,Ideal,F,SI2,62.4,56,1175,5.22,5.26,3.27
1.04,Premium,D,SI2,61.9,58,4543,6.54,6.49,4.03
2.03,Premium,J,SI2,61.6,58,12268,8.12,8.15,5.01
0.76,Ideal,E,VS2,62.1,56,3431,5.83,5.87,3.63
0.3,Very Good,G,VS1,62.9,60,605,4.18,4.22,2.64
1.04,Very Good,G,VS1,63.2,56,6541,6.39,6.46,4.06
0.52,Ideal,E,SI1,63,54,1429,5.15,5.11,3.23
1,Ideal,E,SI1,61.6,57,5331,6.37,6.45,3.95
0.82,Very Good,F,SI2,62.9,59,2643,5.89,5.93,3.72
0.7,Fair,I,VS2,64.4,55,1996,5.6,5.55,3.59
1.24,Ideal,H,VVS1,61.9,55,8693,6.85,6.91,4.27
1.51,Good,G,VS2,64.2,54,11746,7.27,7.18,4.64
1.52,Very Good,G,VS2,62.1,58,12840,7.36,7.43,4.59
0.36,Premium,F,VVS2,62.7,58,766,4.51,4.55,2.84
0.4,Premium,E,VS2,62.2,59,912,4.71,4.74,2.94
0.72,Premium,D,VVS2,60,57,3459,5.92,5.84,3.53
0.28,Good,E,IF,64.6,58,612,4.09,4.12,2.65
0.33,Ideal,G,SI1,61.6,56,506,4.43,4.47,2.74
1.19,Very Good,I,VS1,59.9,61,5644,6.85,6.91,4.12
1.33,Ideal,I,VS2,61.1,54,7148,7.14,7.15,4.37
1.51,Fair,D,SI2,64.7,57,9555,7.17,7.24,4.66
1.75,Ideal,F,SI2,62.9,57,11113,7.71,7.59,4.81
1.22,Ideal,I,VS2,60.4,57,7430,6.91,6.99,4.2
1.24,Premium,H,SI1,60.2,60,6686,6.91,6.94,4.17
0.92,Ideal,J,VS1,62,55,3489,6.24,6.27,3.88
0.4,Very Good,F,SI1,63.3,57,798,4.68,4.73,2.98
0.3,Ideal,H,VVS2,61.2,57,776,4.32,4.31,2.64
0.7,Very Good,F,VS2,62.2,56,2325,5.67,5.75,3.55
1.1,Ideal,F,VS2,61.4,56,7453,6.64,6.68,4.09
2.28,Ideal,J,VS1,62.6,54.2,16592,8.37,8.41,5.25
0.55,Very Good,D,VS2,62.8,57,1799,5.24,5.27,3.3
1.2,Ideal,G,SI1,61.2,56,7920,6.87,6.88,4.21
0.7,Very Good,E,SI1,63.1,56,2421,5.62,5.69,3.57
0.91,Very Good,E,SI1,61.9,61,4211,6.1,6.12,3.78
1.51,Premium,E,VS2,62.2,59,14844,7.4,7.36,4.59
1,Premium,G,SI1,62.7,59,5292,6.36,6.31,3.97
0.78,Ideal,F,VS1,61.6,56,3537,5.9,5.92,3.64
0.4,Good,I,SI1,63.2,55,596,4.68,4.72,2.97
1.03,Ideal,F,VS2,62.3,56,6922,6.52,6.49,4.05
0.3,Ideal,E,VS2,61.3,57,658,4.29,4.33,2.64
0.4,Premium,D,SI2,62.4,58,855,4.73,4.69,2.94
1.02,Ideal,E,IF,62.2,56,12030,6.44,6.38,3.99
0.51,Ideal,G,VVS2,62.2,56,1827,5.09,5.13,3.18
1.58,Ideal,H,VVS2,61.4,56,13397,7.49,7.52,4.61
0.32,Premium,G,VS1,62.1,58,645,4.37,4.39,2.72
0.32,Premium,F,VS2,61.3,60,828,4.4,4.37,2.69
0.79,Premium,F,SI1,62.8,55,2656,5.94,5.88,3.71
1.14,Very Good,H,SI1,59.2,58,4890,6.8,6.86,4.04
0.95,Good,G,VVS2,57.7,59.7,5817,6.5,6.58,3.77
0.9,Good,G,VVS2,62.6,63,4485,6.1,6.14,3.83
0.52,Ideal,G,VVS2,60.8,57,1878,5.2,5.17,3.15
0.5,Premium,E,VS2,58.1,61,1420,5.23,5.17,3.02
0.81,Very Good,F,VVS2,63.1,56,3992,5.99,5.9,3.75
0.81,Premium,G,VS1,61.7,59,3402,6.07,5.96,3.71
0.32,Ideal,G,VVS2,62.4,56,730,4.4,4.42,2.75
0.7,Premium,E,VS1,59.4,61,2826,5.78,5.74,3.42
0.74,Very Good,E,SI1,61,58,2929,5.82,5.85,3.56
0.32,Ideal,E,VS2,62.2,55,702,4.36,4.38,2.72
1.01,Premium,D,VVS2,62.4,60,10407,6.36,6.31,3.95
0.41,Ideal,E,VS1,61.8,57,1153,4.79,4.76,2.95
0.32,Premium,I,VVS2,62.1,59,720,4.38,4.35,2.71
2.6,Premium,J,SI2,58.3,61,17209,9.05,8.94,5.24
0.9,Good,E,SI1,63.9,57,3795,6.12,6.08,3.9
0.25,Very Good,D,VVS2,59.5,56,696,4.14,4.19,2.48
0.7,Ideal,E,SI1,62.4,55,2407,5.69,5.64,3.54
0.71,Ideal,F,VS2,62.3,57,2930,5.69,5.74,3.56
1.03,Ideal,I,SI2,62.3,59,4162,6.39,6.45,4
1.07,Ideal,E,SI1,61.4,57,5537,6.59,6.53,4.03
0.53,Premium,G,SI1,61,59,1273,5.25,5.21,3.19
1.02,Very Good,F,SI2,59.9,62,4162,6.5,6.53,3.9
0.5,Ideal,G,VVS2,61,56,1779,5.13,5.14,3.13
0.28,Ideal,H,IF,63,55,586,4.14,4.19,2.62
0.9,Fair,D,SI2,65.7,60,3205,5.98,5.93,3.91
0.53,Ideal,I,VS1,61.6,55,1263,5.21,5.25,3.22
0.73,Ideal,D,VS2,61.5,57,3346,5.81,5.83,3.58
0.55,Premium,H,VVS1,61.1,57,1980,5.35,5.26,3.24
